State,Year,Secondary Teachers [State],Pupil/Teacher Ratio [State],Full-Time Equivalent (FTE) Teachers [State],Grade 9 Students Enrollment [State],Grade 10 Students Enrollment [State],Grade 11 Students Enrollment [State],Grade 12 Students Enrollment [State],Grade 9 Dropouts [State],Grade 10 Dropouts [State],Grade 11 Dropouts [State],Grade 12 Dropouts [State],Grades 9-12 Dropouts [State]
ALABAMA,2013-14,14133.06,15.82,47161.77,62069,56144,51527,48965,864,1128,1048,862,3902
ALABAMA,2012-13,21449.7,14.35,51877.22,61642,56229,50387,48945,865,900,829,698,3292
ALABAMA,2011-12,20759.19,15.6,47722.67,61412,55908,50785,49510,1256,1335,1221,842,4654
ALABAMA,2010-11,21306.38,15.31,49363.24,62615,57644,51962,49719,1216,1409,1256,1097,4978
ALABAMA,2009-10,20417,15.77,47492,63338,57794,50199,48164,1263,1461,1358,1267,5349
ALABAMA,2008-09,20625,15.6,47818,64681,56559,49587,46763,1500,1645,1497,1283,5925
ALABAMA,2007-08,21334,14.7,50420,65355,55502,49884,46200,1591,1864,1886,1501,6842
ALABAMA,2006-07,21749,13.2,56134,64943,55864,49690,44471,1705,1923,1946,1493,7067
ALABAMA,2005-06,14409,12.8,57757,65192,55492,48278,43452,1929,1963,1952,1568,7412
ALABAMA,2004-05,14264,14.2,51594,64569,53604,47538,42672,2044,2267,2170,1757,8238
ALABAMA,2003-04,19918,12.6,58070,62718,53695,47489,42005,,,,,
ALABAMA,2002-03,19459,15.7,47115,61646,52543,46449,45521,,,,,
ALABAMA,2001-02,19298,15.8,46785,61038,51525,46138,42909,,,,,
ALABAMA,2000-01,20267,15.4,48194,60463,51991,46392,42512,,,,,
ALABAMA,1999-00,20708,15.2,48624,61150,52304,46015,42576,,,,,
ALABAMA,1998-99,21023,15.7,47766,62724,52731,46218,43957,,,,,
ALABAMA,1997-98,20185,16.3,45967,63707,52780,47389,44272,,,,,
ALABAMA,1996-97,19642,,45035,64205,52848,48417,42510,,,,,
ALABAMA,1995-96,19121,,44056,65299,53780,46780,40981,,,,,
ALABAMA,1994-95,18423,,42791,63656,50929,44970,41730,,,,,
ALABAMA,1993-94,19073,,43003,62141,50543,46067,39900,,,,,
ALABAMA,1992-93,18526,,41961,60590,50629,44000,41167,,,,,
ALABAMA,1991-92,17542,,40480,60210,48417,45179,41725,,,,,
ALABAMA,1990-91,14820,,36266,57318,49923,45437,42031,,,,,
ALABAMA,1989-90,17717,,39928,58333,49868,46330,43482,,,,,
ALABAMA,1988-89,17722,,38845,58543,51114,47873,45571,,,,,
ALABAMA,1987-88,17477,,37716,59480,53174,49834,45742,,,,,
ALABAMA,1986-87,15772,,36971,62612,56014,50731,45396,,,,,
ALASKA,2013-14,3643.25,16.58,7898.26,9904,9284,9542,9500,404,551,1014,851,2820
ALASKA,2012-13,3491.17,17.12,7682.18,9724,9415,9585,9696,392,554,1032,926,2904
ALASKA,2011-12,3778.52,16.22,8087.87,9833,9546,9813,9918,455,607,940,1038,3040
ALASKA,2010-11,2830.2,16.17,8170.64,10023,9723,10725,9643,525,712,891,961,3089
ALASKA,2009-10,3819.2,16.29,8083.1,10112,10072,10874,9779,546,823,897,1081,3347
ALASKA,2008-09,3816,16.5,7927,10475,10200,10937,9787,804,815,827,903,3349
ALASKA,2007-08,3716,17.2,7613,10719,10639,10599,10092,764,817,665,568,2814
ALASKA,2006-07,3776,16.8,7903,11337,10839,10226,10039,892,874,748,531,3045
ALASKA,2005-06,2304,16.8,7912,11405,11035,10045,9578,837,882,785,705,3209
ALASKA,2004-05,2388,17.1,7756,11934,10664,9625,8766,759,849,754,815,3177
ALASKA,2003-04,2329,17.2,7808,11803,10623,9161,8651,,,,,
ALASKA,2002-03,2825,16.6,8080,11881,10219,9074,8810,,,,,
ALASKA,2001-02,2842,16.7,8026,11734,10147,9240,8340,,,,,
ALASKA,2000-01,2765,16.9,7880,11582,10110,8887,8335,,,,,
ALASKA,1999-00,2567,17.1,7838,11568,10217,8624,8381,,,,,
ALASKA,1998-99,2932,16.7,8118,11442,9749,8800,8403,,,,,
ALASKA,1997-98,2769,17.3,7625,10671,9561,8471,7771,,,,,
ALASKA,1996-97,2612,,7418,10621,9426,8140,7370,,,,,
ALASKA,1995-96,2599,,7379,10263,9045,7765,7111,,,,,
ALASKA,1994-95,2539,,7205,9947,8692,7642,7057,,,,,
ALASKA,1993-94,2491,,7193,9608,8514,7250,6975,,,,,
ALASKA,1992-93,2136,,7282,9187,7889,7057,6714,,,,,
ALASKA,1991-92,2019,,7118,8449,7670,6816,6621,,,,,
ALASKA,1990-91,2038,,6710,8114,7306,6700,6486,,,,,
ALASKA,1989-90,2021,,6492,7545,7109,6526,6402,,,,,
ALASKA,1988-89,2263,,6272,7468,7085,6559,6851,,,,,
ALASKA,1987-88,2990,,6113,7549,7181,7094,7160,,,,,
ALASKA,1986-87,3924,,6448,7872,7894,7423,6753,,,,,
ARIZONA,2013-14,14468.32,22.8,48358.73,83995,81410,77448,84291,4207,4594,5269,10795,24865
ARIZONA,2012-13,14618.52,22.29,48866.42,82291,80074,77518,81751,6684,5082,5976,8431,26173
ARIZONA,2011-12,14741.82,21.27,50800.15,82089,80788,76751,81179,3538,4141,5108,8247,21034
ARIZONA,2010-11,14842.77,21.42,50030.62,82304,79842,76275,81326,3951,4496,5434,9307,23188
ARIZONA,2009-10,14938.9,20.75,51947.23,82461,80281,75372,79283,4020,4715,5507,8743,22573
ARIZONA,2008-09,15619,19.9,54696,83831,80200,75282,76735,3783,4544,4860,6793,19980
ARIZONA,2007-08,15225,20.1,54032,84030,80655,75416,76275,4726,4913,4926,5968,20533
ARIZONA,2006-07,14832,20.3,52625,84086,79927,73175,71388,6144,5532,5320,6246,23242
ARIZONA,2005-06,14705,21.3,51376,99040,92746,83935,79180,7243,6583,5852,6636,26314
ARIZONA,2004-05,14412,21.3,48935,91860,82536,75259,71035,7892,6448,5773,5519,25632
ARIZONA,2003-04,13459,21.3,47507,87576,79320,71561,68815,,,,,
ARIZONA,2002-03,13292,19.9,47101,79777,71165,65222,60820,,,,,
ARIZONA,2001-02,13033,20,46015,72859,67117,57782,52162,,,,,
ARIZONA,2000-01,12522,19.8,44438,70727,63765,52940,49501,,,,,
ARIZONA,1999-00,12403,19.4,43892,68646,60489,51771,47907,,,,,
ARIZONA,1998-99,11623,20,42352,67476,60333,51245,45813,,,,,
ARIZONA,1997-98,11403,19.8,41129,66357,58472,48676,44259,,,,,
ARIZONA,1996-97,10940,,40521,64566,56109,47573,42041,,,,,
ARIZONA,1995-96,10499,,38017,59346,52654,43547,39197,,,,,
ARIZONA,1994-95,10537,,38132,59150,51564,43363,40119,,,,,
ARIZONA,1993-94,10305,,37493,54878,48281,41964,37614,,,,,
ARIZONA,1992-93,9825,,36076,51426,46790,39584,37410,,,,,
ARIZONA,1991-92,8696,,33978,49038,43323,37828,36122,,,,,
ARIZONA,1990-91,8517,,32987,46369,42359,37043,34645,,,,,
ARIZONA,1989-90,8676,,32134,44106,40525,35670,35618,,,,,
ARIZONA,1988-89,8744,,31617,43002,39886,37050,36962,,,,,
ARIZONA,1987-88,8385,,30707,43183,40840,38951,36513,,,,,
ARIZONA,1986-87,8021,,29104,44263,43003,39685,35777,,,,,
ARKANSAS,2013-14,14216.47,14.03,34933.04,37934,36447,34158,31646,720,1130,1427,1613,4892
ARKANSAS,2012-13,13928.81,14.24,34131.42,37978,36343,33373,30734,872,1330,1739,1699,5641
ARKANSAS,2011-12,13974.33,14.22,33982.96,38078,35729,32711,30441,1076,1561,1922,1933,6492
ARKANSAS,2010-11,14076.52,14.07,34272.8,37807,35280,32739,30330,1111,1486,1889,1970,6456
ARKANSAS,2009-10,14577,12.9,37240,37556,35523,32567,30567,691,1115,1334,1146,4285
ARKANSAS,2008-09,14525,12.9,37162,37627,35853,33460,30256,925,1427,1691,1802,5845
ARKANSAS,2007-08,13520,14.1,33882,37819,36781,33613,30708,1058,1508,1898,1772,6236
ARKANSAS,2006-07,15983,13.6,35089,38937,37233,33902,29617,912,1450,1942,1787,6091
ARKANSAS,2005-06,16778,14.4,32997,38952,37331,32603,29351,1296,1605,2137,1888,6926
ARKANSAS,2004-05,15387,14.8,31234,38279,35794,31928,28640,1226,1707,2135,1919,6987
ARKANSAS,2003-04,15499,14.7,30876,37301,35343,31228,28840,,,,,
ARKANSAS,2002-03,15182,14.9,30330,36395,34386,31658,29277,,,,,
ARKANSAS,2001-02,15678,13.6,33079,35894,34418,32257,28849,,,,,
ARKANSAS,2000-01,13665,14.1,31947,36078,34958,31557,28918,,,,,
ARKANSAS,1999-00,13054,14.4,31362,36657,35081,31839,29316,,,,,
ARKANSAS,1998-99,12668,16.2,27953,36378,35264,31742,29123,,,,,
ARKANSAS,1997-98,12706,17,26931,37038,35333,31874,29204,,,,,
ARKANSAS,1996-97,12399,,26681,37160,35335,31889,27613,,,,,
ARKANSAS,1995-96,12370,,26449,37005,35209,30566,27083,,,,,
ARKANSAS,1994-95,12160,,26181,36689,34158,29429,27161,,,,,
ARKANSAS,1993-94,12208,,26014,36045,32711,29876,27169,,,,,
ARKANSAS,1992-93,12251,,26017,33518,32700,29244,27651,,,,,
ARKANSAS,1991-92,12207,,25785,33693,31583,29389,27544,,,,,
ARKANSAS,1990-91,12446,,25984,32696,31649,29424,27734,,,,,
ARKANSAS,1989-90,12242,,25585,32731,31965,29597,28505,,,,,
ARKANSAS,1988-89,12821,,27730,33009,32169,30746,30074,,,,,
ARKANSAS,1987-88,12106,,25572,33489,33337,32346,29499,,,,,
ARKANSAS,1986-87,12204,,24944,34501,35025,31354,28729,,,,,
CALIFORNIA,2013-14,80911.37,24.33,259505.79,491493,484993,477425,498403,13849,15518,20625,42587,92874
CALIFORNIA,2012-13,87674.54,23.66,266254.85,497945,487566,482903,496754,13479,15275,20057,52377,101188
CALIFORNIA,2011-12,85726.94,23.4,268688.93,501073,494739,487113,494144,13316,15150,19468,50129,98230
CALIFORNIA,2010-11,84198.5,24.12,260806.3,510011,502452,488530,492545,17369,18207,22044,51103,108723
CALIFORNIA,2009-10,93616.08,19.8,316298.58,524681,506192,487688,478503,12697,11823,13704,34054,72277
CALIFORNIA,2008-09,88190,20.8,303647,539167,509157,489207,476156,11809,11050,12530,25135,60524
CALIFORNIA,2007-08,86030,20.8,305371,541650,513707,488227,468281,12282,12811,13059,24134,62286
CALIFORNIA,2006-07,85106,20.8,307366,545466,517813,487440,443253,13226,13289,13747,18783,59045
CALIFORNIA,2005-06,83953,20.8,309222,546914,515681,467241,423241,–,–,–,–,†
CALIFORNIA,2004-05,81096,21.1,305969,549463,497197,459125,409576,–,–,–,–,†
CALIFORNIA,2003-04,78462,21.1,304311,528564,490214,440546,395194,,,,,
CALIFORNIA,2002-03,80551,20.6,307764,522108,471648,428117,385181,,,,,
CALIFORNIA,2001-02,77488,20.5,304203,499505,459588,420295,365907,,,,,
CALIFORNIA,2000-01,76098,20.6,298021,485910,455134,409119,357789,,,,,
CALIFORNIA,1999-00,68292,21,287433,482355,444161,401348,347914,,,,,
CALIFORNIA,1998-99,65483,21,281784,468162,433528,390742,334852,,,,,
CALIFORNIA,1997-98,66388,21.6,268535,458650,423865,378819,317595,,,,,
CALIFORNIA,1996-97,63609,,248818,450820,413725,362404,298669,,,,,
CALIFORNIA,1995-96,60743,,230849,437974,396020,343419,287428,,,,,
CALIFORNIA,1994-95,58586,,225016,420643,381364,334408,285132,,,,,
CALIFORNIA,1993-94,56384,,221787,406551,375992,333716,277271,,,,,
CALIFORNIA,1992-93,55121,,218566,396482,375327,329527,270675,,,,,
CALIFORNIA,1991-92,58900,,224000,398734,370635,324395,260693,,,,,
CALIFORNIA,1990-91,56801,,217228,381573,361594,315322,244142,,,,,
CALIFORNIA,1989-90,56258,,212687,367444,349715,309689,243023,,,,,
CALIFORNIA,1988-89,54883,,203342,356732,338871,313982,257450,,,,,
CALIFORNIA,1987-88,56195,,195864,345654,345144,332980,266028,,,,,
CALIFORNIA,1986-87,75374,,190484,348672,363756,341809,251281,,,,,
COLORADO,2013-14,21350.05,17.48,50157.36,64753,62510,59281,62836,1957,2216,3045,5673,12891
COLORADO,2012-13,20889.24,17.65,48921.79,63859,60842,58847,62503,2584,2721,3649,5617,14571
COLORADO,2011-12,20421.29,17.77,48077.76,62358,60662,58993,61398,2469,2915,4067,5668,15119
COLORADO,2010-11,20572.19,17.37,48542.99,62258,60775,58307,60899,3466,3846,3982,4971,16265
COLORADO,2009-10,20989.33,16.97,49060.32,64106,60394,57964,58526,3621,4417,4628,5237,17903
COLORADO,2008-09,21013,16.8,48692,63779,60554,57870,55936,3942,4147,4347,5061,17497
COLORADO,2007-08,20814,16.8,47761,63333,60702,56772,55334,2422,2898,3095,3548,11963
COLORADO,2006-07,23175,16.9,46973,64754,60272,56037,53922,1721,1820,2038,2094,7673
COLORADO,2005-06,22628,17,45841,63818,59962,54353,51818,–,–,–,–,†
COLORADO,2004-05,22561,17,45165,64446,57678,52770,50387,–,–,–,–,†
COLORADO,2003-04,22219,16.9,44904,63312,56844,52288,48924,,,,,
COLORADO,2002-03,22186,16.6,45401,63076,55938,51593,46790,,,,,
COLORADO,2001-02,21601,16.8,44182,62756,54862,50459,44912,,,,,
COLORADO,2000-01,20574,17.3,41983,61197,54006,49237,43502,,,,,
COLORADO,1999-00,20139,17.4,40772,58710,52548,47725,41999,,,,,
COLORADO,1998-99,19056,17.7,39434,58265,51622,47173,40076,,,,,
COLORADO,1997-98,18526,18.2,37840,56644,50972,45380,39263,,,,,
COLORADO,1996-97,17775,,36398,55219,49058,44244,37179,,,,,
COLORADO,1995-96,17390,,35388,52472,47128,41751,35480,,,,,
COLORADO,1994-95,16886,,34894,50078,44702,39956,35464,,,,,
COLORADO,1993-94,16222,,33661,47344,42536,39610,34770,,,,,
COLORADO,1992-93,16134,,33419,45363,41844,38559,34533,,,,,
COLORADO,1991-92,16158,,33093,44345,40656,38164,33108,,,,,
COLORADO,1990-91,15839,,32342,42553,39863,36614,33582,,,,,
COLORADO,1989-90,15797,,31954,42278,38630,37391,34799,,,,,
COLORADO,1988-89,15629,,31398,41346,39464,38819,37538,,,,,
COLORADO,1987-88,15662,,31168,42018,41889,42006,39231,,,,,
COLORADO,1986-87,15010,,30704,44478,44794,42543,37327,,,,,
CONNECTICUT,2013-14,13267.57,12.57,43443.09,45055,42211,40997,40775,1316,1127,1452,1299,5194
CONNECTICUT,2012-13,13364.93,12.54,43931.33,45166,42144,42192,40743,1271,1233,1413,1475,5392
CONNECTICUT,2011-12,13310.06,12.66,43804.81,45140,43145,42098,40677,1233,1271,1296,1106,4906
CONNECTICUT,2010-11,14029.53,13.05,42951.39,45908,43573,42209,41381,894,951,1040,752,3637
CONNECTICUT,2009-10,14236.25,12.94,43592.83,46385,43836,42754,41029,839,793,901,677,3210
CONNECTICUT,2008-09,15602,11.7,48463,47216,44485,42536,40743,–,790,906,744,2440
CONNECTICUT,2007-08,12259,14.5,39304,48472,44526,42667,40927,†,767,835,715,2317
CONNECTICUT,2006-07,12126,14.7,39115,48579,44980,43451,40027,857,954,935,733,3479
CONNECTICUT,2005-06,12177,14.5,39687,49070,45266,42356,38662,1072,1052,1071,902,4097
CONNECTICUT,2004-05,12003,14.9,38808,49177,44580,41124,38340,1316,1215,1198,920,4649
CONNECTICUT,2003-04,13036,13.6,42370,48643,43547,39990,37229,,,,,
CONNECTICUT,2002-03,12575,13.5,42296,46840,42488,38638,36059,,,,,
CONNECTICUT,2001-02,12305,13.7,41773,46621,41778,37511,34301,,,,,
CONNECTICUT,2000-01,11944,13.7,41044,45525,40608,37010,32591,,,,,
CONNECTICUT,1999-00,11487,13.9,39907,43977,39273,35160,31670,,,,,
CONNECTICUT,1998-99,11284,14,38772,43140,37682,34058,30437,,,,,
CONNECTICUT,1997-98,11067,14.2,37658,41713,36746,32753,29660,,,,,
CONNECTICUT,1996-97,10812,,36551,41003,35800,32068,28882,,,,,
CONNECTICUT,1995-96,9445,,36070,39380,34797,31198,28282,,,,,
CONNECTICUT,1994-95,9340,,35316,38001,33780,30760,28640,,,,,
CONNECTICUT,1993-94,9345,,34526,36481,32802,30393,27979,,,,,
CONNECTICUT,1992-93,12552,,34193,35796,32767,29988,28366,,,,,
CONNECTICUT,1991-92,13055,,34383,35258,31895,30083,28339,,,,,
CONNECTICUT,1990-91,13594,,34785,33381,31186,29289,27859,,,,,
CONNECTICUT,1989-90,13599,,34618,33185,31306,29491,29186,,,,,
CONNECTICUT,1988-89,16775,,35502,33688,31825,31247,32164,,,,,
CONNECTICUT,1987-88,16900,,35050,34707,34202,35480,34805,,,,,
CONNECTICUT,1986-87,16729,,34252,37191,37775,37293,34742,,,,,
DELAWARE,2013-14,4605.78,14.03,9388.06,11418,9718,8811,8536,546,386,299,288,1519
DELAWARE,2012-13,4596,13.94,9257,11056,9670,8931,8365,717,526,384,360,1987
DELAWARE,2011-12,4332,15.02,8587.21,11168,9809,8775,8570,710,622,422,458,2212
DELAWARE,2010-11,4476,14.49,8933,11416,10147,9097,8464,757,561,371,331,2020
DELAWARE,2009-10,4377.88,14.68,8639.58,11726,10321,8727,8317,751,526,417,300,1994
DELAWARE,2008-09,4229,15.1,8322,11755,9953,8791,8120,807,469,348,259,1883
DELAWARE,2007-08,4088,15,8198,11479,10028,8367,7681,785,557,439,327,2108
DELAWARE,2006-07,4057,15.2,8038,11785,9770,8221,7482,761,467,352,282,1862
DELAWARE,2005-06,3990,15.1,7998,11638,9279,7826,7555,838,548,394,339,2119
DELAWARE,2004-05,3942,15.2,7856,11249,9081,7772,7390,522,410,265,223,1420
DELAWARE,2003-04,3902,15.2,7749,11009,8782,7687,7292,,,,,
DELAWARE,2002-03,3857,15.1,7698,10409,8797,7737,7178,,,,,
DELAWARE,2001-02,3793,15.3,7571,10602,9032,7595,7028,,,,,
DELAWARE,2000-01,3688,15.4,7469,10628,8887,7256,7104,,,,,
DELAWARE,1999-00,3622,15.4,7318,10150,8618,7304,6490,,,,,
DELAWARE,1998-99,3522,16,7074,10453,8861,7223,6770,,,,,
DELAWARE,1997-98,3488,16.3,6850,10259,8807,7381,6741,,,,,
DELAWARE,1996-97,3364,,6642,10057,8956,7108,6447,,,,,
DELAWARE,1995-96,3258,,6463,10112,8325,6785,6211,,,,,
DELAWARE,1994-95,3201,,6416,9469,7979,6681,5865,,,,,
DELAWARE,1993-94,3121,,6380,8930,7867,6251,5882,,,,,
DELAWARE,1992-93,3042,,6252,8519,7521,6169,6129,,,,,
DELAWARE,1991-92,2965,,6095,8085,7365,6238,5953,,,,,
DELAWARE,1990-91,2941,,5961,7869,7424,5862,5897,,,,,
DELAWARE,1989-90,2950,,5982,7827,7121,5847,6314,,,,,
DELAWARE,1988-89,2962,,5898,7651,7062,6272,6807,,,,,
DELAWARE,1987-88,3044,,5951,7684,7576,6818,6867,,,,,
DELAWARE,1986-87,3046,,5883,8103,8145,6734,6621,,,,,
DISTRICT OF COLUMBIA,2013-14,1725.91,13.04,5991.43,6116,4448,3827,3326,501,262,153,133,1240
DISTRICT OF COLUMBIA,2012-13,2295.09,12.85,5925.1,6275,4245,3740,3317,510,258,157,138,1246
DISTRICT OF COLUMBIA,2011-12,1929.59,11.77,6278.06,6050,4313,3708,3190,436,314,226,199,1175
DISTRICT OF COLUMBIA,2010-11,2049.12,12.03,5925.33,5858,4516,3851,3407,512,346,258,226,1342
DISTRICT OF COLUMBIA,2009-10,2124,11.86,5854,6181,4431,3684,3301,–,–,–,–,–
DISTRICT OF COLUMBIA,2008-09,2263,12.9,5321,6334,4390,3723,3444,–,–,–,–,†
DISTRICT OF COLUMBIA,2007-08,2619,12.4,6347,7099,5028,4113,4002,†,†,†,†,†
DISTRICT OF COLUMBIA,2006-07,2271,13.5,5383,6508,4391,4047,3367,–,–,–,–,†
DISTRICT OF COLUMBIA,2005-06,2316,14,5481,6141,5333,4118,3177,–,–,–,–,†
DISTRICT OF COLUMBIA,2004-05,2286,14.2,5387,6285,4804,3816,2820,–,–,–,–,†
DISTRICT OF COLUMBIA,2003-04,1856,13.8,5676,5656,4585,3616,2971,,,,,
DISTRICT OF COLUMBIA,2002-03,1618,15.2,5005,4871,3963,3532,3008,,,,,
DISTRICT OF COLUMBIA,2001-02,1599,13.8,4951,4012,3584,3119,2815,,,,,
DISTRICT OF COLUMBIA,2000-01,1248,13.9,4949,4207,3606,3183,2785,,,,,
DISTRICT OF COLUMBIA,1999-00,1884,16,4812,5289,4113,3550,2897,,,,,
DISTRICT OF COLUMBIA,1998-99,1974,13.9,5187,4387,3786,3187,2572,,,,,
DISTRICT OF COLUMBIA,1997-98,1820,17.6,4388,4913,4473,3549,2961,,,,,
DISTRICT OF COLUMBIA,1996-97,1815,,5288,4951,4554,3694,3042,,,,,
DISTRICT OF COLUMBIA,1995-96,1815,,5305,5159,4896,3700,2972,,,,,
DISTRICT OF COLUMBIA,1994-95,2173,,6110,4923,4904,3920,3203,,,,,
DISTRICT OF COLUMBIA,1993-94,2259,,6056,5003,5403,4145,3303,,,,,
DISTRICT OF COLUMBIA,1992-93,2305,,6064,5068,5382,4290,3433,,,,,
DISTRICT OF COLUMBIA,1991-92,2294,,6346,4947,5452,4108,3415,,,,,
DISTRICT OF COLUMBIA,1990-91,2532,,5950,4958,5221,4298,3481,,,,,
DISTRICT OF COLUMBIA,1989-90,2534,,6055,4852,5801,4518,3778,,,,,
DISTRICT OF COLUMBIA,1988-89,2596,,5936,5390,5927,4951,4346,,,,,
DISTRICT OF COLUMBIA,1987-88,2565,,6232,5665,5650,5391,4806,,,,,
DISTRICT OF COLUMBIA,1986-87,2031,,5984,5884,6193,5706,4230,,,,,
FLORIDA,2013-14,66895.66,15.3,177853.2,219016,206599,197997,183422,4189,4348,4678,4816,18031
FLORIDA,2012-13,66929.88,15.25,176537.21,215693,206662,194054,183193,5268,5325,5133,4883,20609
FLORIDA,2011-12,65633.43,15.25,175006.3,218469,203907,195307,174371,6393,6212,5954,5882,26635
FLORIDA,2010-11,66618.99,15.05,175609.29,214993,205142,186399,178315,8437,7744,7302,7059,30542
FLORIDA,2009-10,65821,14.33,183827,219705,199162,192433,172321,9132,7889,7672,7649,32342
FLORIDA,2008-09,66343,14.1,186361,217105,207296,189619,167705,8324,6657,6184,6468,27633
FLORIDA,2007-08,67794,14,190615,233376,213074,194670,169832,8139,6166,5575,5633,25513
FLORIDA,2006-07,64334,16.4,162851,240337,212588,189074,162952,8658,5715,4627,5542,24542
FLORIDA,2005-06,62190,16.8,158962,245587,212560,185937,157545,9732,6033,4789,5531,26085
FLORIDA,2004-05,60876,17,154864,250263,202437,179028,149810,11495,6955,5893,5622,29965
FLORIDA,2003-04,57139,17.9,144955,253565,191640,165283,144764,,,,,
FLORIDA,2002-03,53831,18.4,138226,249877,184325,158509,137939,,,,,
FLORIDA,2001-02,52204,18.6,134684,248764,172935,150752,130613,,,,,
FLORIDA,2000-01,51028,18.4,132030,238825,170385,145900,119809,,,,,
FLORIDA,1999-00,49890,18.3,130336,223743,177234,138667,116259,,,,,
FLORIDA,1998-99,49025,18.4,126796,214459,171405,135021,112724,,,,,
FLORIDA,1997-98,47411,18.4,124473,203561,168060,133774,108366,,,,,
FLORIDA,1996-97,44902,,120471,193153,161606,128822,105469,,,,,
FLORIDA,1995-96,42745,,114938,182980,154030,126183,99519,,,,,
FLORIDA,1994-95,40893,,110674,172947,147942,119913,100720,,,,,
FLORIDA,1993-94,40876,,110653,164978,140271,119674,100646,,,,,
FLORIDA,1992-93,39826,,107590,154379,138837,117506,100835,,,,,
FLORIDA,1991-92,41588,,109939,152073,135114,117121,100210,,,,,
FLORIDA,1990-91,41279,,108088,148396,134193,114293,94776,,,,,
FLORIDA,1989-90,40003,,104127,145727,131999,112121,96639,,,,,
FLORIDA,1988-89,38511,,100370,144216,130426,114622,99659,,,,,
FLORIDA,1987-88,37470,,95857,142768,135151,117937,97109,,,,,
FLORIDA,1986-87,36438,,91969,145470,136424,114825,89663,,,,,
GEORGIA,2013-14,42830.8,15.75,109441,148721,128105,110112,103094,5800,5095,4074,2800,17769
