State,Year,Secondary Teachers [State],Pupil/Teacher Ratio [State],Full-Time Equivalent (FTE) Teachers [State],Grade 9 Dropouts [State],Grade 10 Dropouts [State],Grade 11 Dropouts [State],Grade 12 Dropouts [State],Grades 9-12 Dropouts [State]
ALABAMA,2013-14,14133.06,15.82,47161.77,864,1128,1048,862,3902
ALABAMA,2012-13,21449.7,14.35,51877.22,865,900,829,698,3292
ALABAMA,2011-12,20759.19,15.6,47722.67,1256,1335,1221,842,4654
ALABAMA,2010-11,21306.38,15.31,49363.24,1216,1409,1256,1097,4978
ALABAMA,2009-10,20417,15.77,47492,1263,1461,1358,1267,5349
ALABAMA,2008-09,20625,15.6,47818,1500,1645,1497,1283,5925
ALABAMA,2007-08,21334,14.7,50420,1591,1864,1886,1501,6842
ALABAMA,2006-07,21749,13.2,56134,1705,1923,1946,1493,7067
ALABAMA,2005-06,14409,12.8,57757,1929,1963,1952,1568,7412
ALABAMA,2004-05,14264,14.2,51594,2044,2267,2170,1757,8238
ALABAMA,2003-04,19918,12.6,58070,,,,,
ALABAMA,2002-03,19459,15.7,47115,,,,,
ALABAMA,2001-02,19298,15.8,46785,,,,,
ALABAMA,2000-01,20267,15.4,48194,,,,,
ALABAMA,1999-00,20708,15.2,48624,,,,,
ALABAMA,1998-99,21023,15.7,47766,,,,,
ALABAMA,1997-98,20185,16.3,45967,,,,,
ALABAMA,1996-97,19642,,45035,,,,,
ALABAMA,1995-96,19121,,44056,,,,,
ALABAMA,1994-95,18423,,42791,,,,,
ALABAMA,1993-94,19073,,43003,,,,,
ALABAMA,1992-93,18526,,41961,,,,,
ALABAMA,1991-92,17542,,40480,,,,,
ALABAMA,1990-91,14820,,36266,,,,,
ALABAMA,1989-90,17717,,39928,,,,,
ALABAMA,1988-89,17722,,38845,,,,,
ALABAMA,1987-88,17477,,37716,,,,,
ALABAMA,1986-87,15772,,36971,,,,,
ALASKA,2013-14,3643.25,16.58,7898.26,404,551,1014,851,2820
ALASKA,2012-13,3491.17,17.12,7682.18,392,554,1032,926,2904
ALASKA,2011-12,3778.52,16.22,8087.87,455,607,940,1038,3040
ALASKA,2010-11,2830.2,16.17,8170.64,525,712,891,961,3089
ALASKA,2009-10,3819.2,16.29,8083.1,546,823,897,1081,3347
ALASKA,2008-09,3816,16.5,7927,804,815,827,903,3349
ALASKA,2007-08,3716,17.2,7613,764,817,665,568,2814
ALASKA,2006-07,3776,16.8,7903,892,874,748,531,3045
ALASKA,2005-06,2304,16.8,7912,837,882,785,705,3209
ALASKA,2004-05,2388,17.1,7756,759,849,754,815,3177
ALASKA,2003-04,2329,17.2,7808,,,,,
ALASKA,2002-03,2825,16.6,8080,,,,,
ALASKA,2001-02,2842,16.7,8026,,,,,
ALASKA,2000-01,2765,16.9,7880,,,,,
ALASKA,1999-00,2567,17.1,7838,,,,,
ALASKA,1998-99,2932,16.7,8118,,,,,
ALASKA,1997-98,2769,17.3,7625,,,,,
ALASKA,1996-97,2612,,7418,,,,,
ALASKA,1995-96,2599,,7379,,,,,
ALASKA,1994-95,2539,,7205,,,,,
ALASKA,1993-94,2491,,7193,,,,,
ALASKA,1992-93,2136,,7282,,,,,
ALASKA,1991-92,2019,,7118,,,,,
ALASKA,1990-91,2038,,6710,,,,,
ALASKA,1989-90,2021,,6492,,,,,
ALASKA,1988-89,2263,,6272,,,,,
ALASKA,1987-88,2990,,6113,,,,,
ALASKA,1986-87,3924,,6448,,,,,
ARIZONA,2013-14,14468.32,22.8,48358.73,4207,4594,5269,10795,24865
ARIZONA,2012-13,14618.52,22.29,48866.42,6684,5082,5976,8431,26173
ARIZONA,2011-12,14741.82,21.27,50800.15,3538,4141,5108,8247,21034
ARIZONA,2010-11,14842.77,21.42,50030.62,3951,4496,5434,9307,23188
ARIZONA,2009-10,14938.9,20.75,51947.23,4020,4715,5507,8743,22573
ARIZONA,2008-09,15619,19.9,54696,3783,4544,4860,6793,19980
ARIZONA,2007-08,15225,20.1,54032,4726,4913,4926,5968,20533
ARIZONA,2006-07,14832,20.3,52625,6144,5532,5320,6246,23242
ARIZONA,2005-06,14705,21.3,51376,7243,6583,5852,6636,26314
ARIZONA,2004-05,14412,21.3,48935,7892,6448,5773,5519,25632
ARIZONA,2003-04,13459,21.3,47507,,,,,
ARIZONA,2002-03,13292,19.9,47101,,,,,
ARIZONA,2001-02,13033,20,46015,,,,,
ARIZONA,2000-01,12522,19.8,44438,,,,,
ARIZONA,1999-00,12403,19.4,43892,,,,,
ARIZONA,1998-99,11623,20,42352,,,,,
ARIZONA,1997-98,11403,19.8,41129,,,,,
ARIZONA,1996-97,10940,,40521,,,,,
ARIZONA,1995-96,10499,,38017,,,,,
ARIZONA,1994-95,10537,,38132,,,,,
ARIZONA,1993-94,10305,,37493,,,,,
ARIZONA,1992-93,9825,,36076,,,,,
ARIZONA,1991-92,8696,,33978,,,,,
ARIZONA,1990-91,8517,,32987,,,,,
ARIZONA,1989-90,8676,,32134,,,,,
ARIZONA,1988-89,8744,,31617,,,,,
ARIZONA,1987-88,8385,,30707,,,,,
ARIZONA,1986-87,8021,,29104,,,,,
ARKANSAS,2013-14,14216.47,14.03,34933.04,720,1130,1427,1613,4892
ARKANSAS,2012-13,13928.81,14.24,34131.42,872,1330,1739,1699,5641
ARKANSAS,2011-12,13974.33,14.22,33982.96,1076,1561,1922,1933,6492
ARKANSAS,2010-11,14076.52,14.07,34272.8,1111,1486,1889,1970,6456
ARKANSAS,2009-10,14577,12.9,37240,691,1115,1334,1146,4285
ARKANSAS,2008-09,14525,12.9,37162,925,1427,1691,1802,5845
ARKANSAS,2007-08,13520,14.1,33882,1058,1508,1898,1772,6236
ARKANSAS,2006-07,15983,13.6,35089,912,1450,1942,1787,6091
ARKANSAS,2005-06,16778,14.4,32997,1296,1605,2137,1888,6926
ARKANSAS,2004-05,15387,14.8,31234,1226,1707,2135,1919,6987
ARKANSAS,2003-04,15499,14.7,30876,,,,,
ARKANSAS,2002-03,15182,14.9,30330,,,,,
ARKANSAS,2001-02,15678,13.6,33079,,,,,
ARKANSAS,2000-01,13665,14.1,31947,,,,,
ARKANSAS,1999-00,13054,14.4,31362,,,,,
ARKANSAS,1998-99,12668,16.2,27953,,,,,
ARKANSAS,1997-98,12706,17,26931,,,,,
ARKANSAS,1996-97,12399,,26681,,,,,
ARKANSAS,1995-96,12370,,26449,,,,,
ARKANSAS,1994-95,12160,,26181,,,,,
ARKANSAS,1993-94,12208,,26014,,,,,
ARKANSAS,1992-93,12251,,26017,,,,,
ARKANSAS,1991-92,12207,,25785,,,,,
ARKANSAS,1990-91,12446,,25984,,,,,
ARKANSAS,1989-90,12242,,25585,,,,,
ARKANSAS,1988-89,12821,,27730,,,,,
ARKANSAS,1987-88,12106,,25572,,,,,
ARKANSAS,1986-87,12204,,24944,,,,,
CALIFORNIA,2013-14,80911.37,24.33,259505.79,13849,15518,20625,42587,92874
CALIFORNIA,2012-13,87674.54,23.66,266254.85,13479,15275,20057,52377,101188
CALIFORNIA,2011-12,85726.94,23.4,268688.93,13316,15150,19468,50129,98230
CALIFORNIA,2010-11,84198.5,24.12,260806.3,17369,18207,22044,51103,108723
CALIFORNIA,2009-10,93616.08,19.8,316298.58,12697,11823,13704,34054,72277
CALIFORNIA,2008-09,88190,20.8,303647,11809,11050,12530,25135,60524
CALIFORNIA,2007-08,86030,20.8,305371,12282,12811,13059,24134,62286
CALIFORNIA,2006-07,85106,20.8,307366,13226,13289,13747,18783,59045
CALIFORNIA,2005-06,83953,20.8,309222,–,–,–,–,†
CALIFORNIA,2004-05,81096,21.1,305969,–,–,–,–,†
CALIFORNIA,2003-04,78462,21.1,304311,,,,,
CALIFORNIA,2002-03,80551,20.6,307764,,,,,
CALIFORNIA,2001-02,77488,20.5,304203,,,,,
CALIFORNIA,2000-01,76098,20.6,298021,,,,,
CALIFORNIA,1999-00,68292,21,287433,,,,,
CALIFORNIA,1998-99,65483,21,281784,,,,,
CALIFORNIA,1997-98,66388,21.6,268535,,,,,
CALIFORNIA,1996-97,63609,,248818,,,,,
CALIFORNIA,1995-96,60743,,230849,,,,,
CALIFORNIA,1994-95,58586,,225016,,,,,
CALIFORNIA,1993-94,56384,,221787,,,,,
CALIFORNIA,1992-93,55121,,218566,,,,,
CALIFORNIA,1991-92,58900,,224000,,,,,
CALIFORNIA,1990-91,56801,,217228,,,,,
CALIFORNIA,1989-90,56258,,212687,,,,,
CALIFORNIA,1988-89,54883,,203342,,,,,
CALIFORNIA,1987-88,56195,,195864,,,,,
CALIFORNIA,1986-87,75374,,190484,,,,,
COLORADO,2013-14,21350.05,17.48,50157.36,1957,2216,3045,5673,12891
COLORADO,2012-13,20889.24,17.65,48921.79,2584,2721,3649,5617,14571
COLORADO,2011-12,20421.29,17.77,48077.76,2469,2915,4067,5668,15119
COLORADO,2010-11,20572.19,17.37,48542.99,3466,3846,3982,4971,16265
COLORADO,2009-10,20989.33,16.97,49060.32,3621,4417,4628,5237,17903
COLORADO,2008-09,21013,16.8,48692,3942,4147,4347,5061,17497
COLORADO,2007-08,20814,16.8,47761,2422,2898,3095,3548,11963
COLORADO,2006-07,23175,16.9,46973,1721,1820,2038,2094,7673
COLORADO,2005-06,22628,17,45841,–,–,–,–,†
COLORADO,2004-05,22561,17,45165,–,–,–,–,†
COLORADO,2003-04,22219,16.9,44904,,,,,
COLORADO,2002-03,22186,16.6,45401,,,,,
COLORADO,2001-02,21601,16.8,44182,,,,,
COLORADO,2000-01,20574,17.3,41983,,,,,
COLORADO,1999-00,20139,17.4,40772,,,,,
COLORADO,1998-99,19056,17.7,39434,,,,,
COLORADO,1997-98,18526,18.2,37840,,,,,
COLORADO,1996-97,17775,,36398,,,,,
COLORADO,1995-96,17390,,35388,,,,,
COLORADO,1994-95,16886,,34894,,,,,
COLORADO,1993-94,16222,,33661,,,,,
COLORADO,1992-93,16134,,33419,,,,,
COLORADO,1991-92,16158,,33093,,,,,
COLORADO,1990-91,15839,,32342,,,,,
COLORADO,1989-90,15797,,31954,,,,,
COLORADO,1988-89,15629,,31398,,,,,
COLORADO,1987-88,15662,,31168,,,,,
COLORADO,1986-87,15010,,30704,,,,,
CONNECTICUT,2013-14,13267.57,12.57,43443.09,1316,1127,1452,1299,5194
CONNECTICUT,2012-13,13364.93,12.54,43931.33,1271,1233,1413,1475,5392
CONNECTICUT,2011-12,13310.06,12.66,43804.81,1233,1271,1296,1106,4906
CONNECTICUT,2010-11,14029.53,13.05,42951.39,894,951,1040,752,3637
CONNECTICUT,2009-10,14236.25,12.94,43592.83,839,793,901,677,3210
CONNECTICUT,2008-09,15602,11.7,48463,–,790,906,744,2440
CONNECTICUT,2007-08,12259,14.5,39304,†,767,835,715,2317
CONNECTICUT,2006-07,12126,14.7,39115,857,954,935,733,3479
CONNECTICUT,2005-06,12177,14.5,39687,1072,1052,1071,902,4097
CONNECTICUT,2004-05,12003,14.9,38808,1316,1215,1198,920,4649
CONNECTICUT,2003-04,13036,13.6,42370,,,,,
CONNECTICUT,2002-03,12575,13.5,42296,,,,,
CONNECTICUT,2001-02,12305,13.7,41773,,,,,
CONNECTICUT,2000-01,11944,13.7,41044,,,,,
CONNECTICUT,1999-00,11487,13.9,39907,,,,,
CONNECTICUT,1998-99,11284,14,38772,,,,,
CONNECTICUT,1997-98,11067,14.2,37658,,,,,
CONNECTICUT,1996-97,10812,,36551,,,,,
CONNECTICUT,1995-96,9445,,36070,,,,,
CONNECTICUT,1994-95,9340,,35316,,,,,
CONNECTICUT,1993-94,9345,,34526,,,,,
CONNECTICUT,1992-93,12552,,34193,,,,,
CONNECTICUT,1991-92,13055,,34383,,,,,
CONNECTICUT,1990-91,13594,,34785,,,,,
CONNECTICUT,1989-90,13599,,34618,,,,,
CONNECTICUT,1988-89,16775,,35502,,,,,
CONNECTICUT,1987-88,16900,,35050,,,,,
CONNECTICUT,1986-87,16729,,34252,,,,,
DELAWARE,2013-14,4605.78,14.03,9388.06,546,386,299,288,1519
DELAWARE,2012-13,4596,13.94,9257,717,526,384,360,1987
DELAWARE,2011-12,4332,15.02,8587.21,710,622,422,458,2212
DELAWARE,2010-11,4476,14.49,8933,757,561,371,331,2020
DELAWARE,2009-10,4377.88,14.68,8639.58,751,526,417,300,1994
DELAWARE,2008-09,4229,15.1,8322,807,469,348,259,1883
DELAWARE,2007-08,4088,15,8198,785,557,439,327,2108
DELAWARE,2006-07,4057,15.2,8038,761,467,352,282,1862
DELAWARE,2005-06,3990,15.1,7998,838,548,394,339,2119
DELAWARE,2004-05,3942,15.2,7856,522,410,265,223,1420
DELAWARE,2003-04,3902,15.2,7749,,,,,
DELAWARE,2002-03,3857,15.1,7698,,,,,
DELAWARE,2001-02,3793,15.3,7571,,,,,
DELAWARE,2000-01,3688,15.4,7469,,,,,
DELAWARE,1999-00,3622,15.4,7318,,,,,
DELAWARE,1998-99,3522,16,7074,,,,,
DELAWARE,1997-98,3488,16.3,6850,,,,,
DELAWARE,1996-97,3364,,6642,,,,,
DELAWARE,1995-96,3258,,6463,,,,,
DELAWARE,1994-95,3201,,6416,,,,,
DELAWARE,1993-94,3121,,6380,,,,,
DELAWARE,1992-93,3042,,6252,,,,,
DELAWARE,1991-92,2965,,6095,,,,,
DELAWARE,1990-91,2941,,5961,,,,,
DELAWARE,1989-90,2950,,5982,,,,,
DELAWARE,1988-89,2962,,5898,,,,,
DELAWARE,1987-88,3044,,5951,,,,,
DELAWARE,1986-87,3046,,5883,,,,,
DISTRICT OF COLUMBIA,2013-14,1725.91,13.04,5991.43,501,262,153,133,1240
DISTRICT OF COLUMBIA,2012-13,2295.09,12.85,5925.1,510,258,157,138,1246
DISTRICT OF COLUMBIA,2011-12,1929.59,11.77,6278.06,436,314,226,199,1175
DISTRICT OF COLUMBIA,2010-11,2049.12,12.03,5925.33,512,346,258,226,1342
DISTRICT OF COLUMBIA,2009-10,2124,11.86,5854,–,–,–,–,–
DISTRICT OF COLUMBIA,2008-09,2263,12.9,5321,–,–,–,–,†
DISTRICT OF COLUMBIA,2007-08,2619,12.4,6347,†,†,†,†,†
DISTRICT OF COLUMBIA,2006-07,2271,13.5,5383,–,–,–,–,†
DISTRICT OF COLUMBIA,2005-06,2316,14,5481,–,–,–,–,†
DISTRICT OF COLUMBIA,2004-05,2286,14.2,5387,–,–,–,–,†
DISTRICT OF COLUMBIA,2003-04,1856,13.8,5676,,,,,
DISTRICT OF COLUMBIA,2002-03,1618,15.2,5005,,,,,
DISTRICT OF COLUMBIA,2001-02,1599,13.8,4951,,,,,
DISTRICT OF COLUMBIA,2000-01,1248,13.9,4949,,,,,
DISTRICT OF COLUMBIA,1999-00,1884,16,4812,,,,,
DISTRICT OF COLUMBIA,1998-99,1974,13.9,5187,,,,,
DISTRICT OF COLUMBIA,1997-98,1820,17.6,4388,,,,,
DISTRICT OF COLUMBIA,1996-97,1815,,5288,,,,,
DISTRICT OF COLUMBIA,1995-96,1815,,5305,,,,,
DISTRICT OF COLUMBIA,1994-95,2173,,6110,,,,,
DISTRICT OF COLUMBIA,1993-94,2259,,6056,,,,,
DISTRICT OF COLUMBIA,1992-93,2305,,6064,,,,,
DISTRICT OF COLUMBIA,1991-92,2294,,6346,,,,,
DISTRICT OF COLUMBIA,1990-91,2532,,5950,,,,,
DISTRICT OF COLUMBIA,1989-90,2534,,6055,,,,,
DISTRICT OF COLUMBIA,1988-89,2596,,5936,,,,,
DISTRICT OF COLUMBIA,1987-88,2565,,6232,,,,,
DISTRICT OF COLUMBIA,1986-87,2031,,5984,,,,,
FLORIDA,2013-14,66895.66,15.3,177853.2,4189,4348,4678,4816,18031
FLORIDA,2012-13,66929.88,15.25,176537.21,5268,5325,5133,4883,20609
FLORIDA,2011-12,65633.43,15.25,175006.3,6393,6212,5954,5882,26635
FLORIDA,2010-11,66618.99,15.05,175609.29,8437,7744,7302,7059,30542
FLORIDA,2009-10,65821,14.33,183827,9132,7889,7672,7649,32342
FLORIDA,2008-09,66343,14.1,186361,8324,6657,6184,6468,27633
FLORIDA,2007-08,67794,14,190615,8139,6166,5575,5633,25513
FLORIDA,2006-07,64334,16.4,162851,8658,5715,4627,5542,24542
FLORIDA,2005-06,62190,16.8,158962,9732,6033,4789,5531,26085
FLORIDA,2004-05,60876,17,154864,11495,6955,5893,5622,29965
FLORIDA,2003-04,57139,17.9,144955,,,,,
FLORIDA,2002-03,53831,18.4,138226,,,,,
FLORIDA,2001-02,52204,18.6,134684,,,,,
FLORIDA,2000-01,51028,18.4,132030,,,,,
FLORIDA,1999-00,49890,18.3,130336,,,,,
FLORIDA,1998-99,49025,18.4,126796,,,,,
FLORIDA,1997-98,47411,18.4,124473,,,,,
FLORIDA,1996-97,44902,,120471,,,,,
FLORIDA,1995-96,42745,,114938,,,,,
FLORIDA,1994-95,40893,,110674,,,,,
FLORIDA,1993-94,40876,,110653,,,,,
FLORIDA,1992-93,39826,,107590,,,,,
FLORIDA,1991-92,41588,,109939,,,,,
FLORIDA,1990-91,41279,,108088,,,,,
FLORIDA,1989-90,40003,,104127,,,,,
FLORIDA,1988-89,38511,,100370,,,,,
FLORIDA,1987-88,37470,,95857,,,,,
FLORIDA,1986-87,36438,,91969,,,,,
GEORGIA,2013-14,42830.8,15.75,109441,5800,5095,4074,2800,17769
GEORGIA,2012-13,42794.5,15.57,109364.9,6499,5659,4585,3199,19942
GEORGIA,2011-12,43440.9,15.16,111133.3,6126,5419,4416,3001,20135
GEORGIA,2010-11,43775.1,14.91,112459.6,7002,5959,4832,3308,21101
GEORGIA,2009-10,45344,14.39,115917.9,7707,6466,5375,3824,23364
GEORGIA,2008-09,46233,13.9,118839,7929,6666,5556,4129,24280
GEORGIA,2007-08,45681,14.1,116857,6333,6094,5397,4808,22632
GEORGIA,2006-07,44907,14.3,113597,6850,6302,5589,5087,23828
GEORGIA,2005-06,43065,14.7,108535,7836,6895,5848,5236,25815
GEORGIA,2004-05,41310,14.8,104987,8243,7248,6189,5863,27543
GEORGIA,2003-04,40793,15.7,97150,,,,,
GEORGIA,2002-03,40421,15.6,96044,,,,,
GEORGIA,2001-02,38881,15.9,92732,,,,,
GEORGIA,2000-01,38009,15.9,91043,,,,,
GEORGIA,1999-00,37147,15.7,90638,,,,,
GEORGIA,1998-99,36283,15.8,88658,,,,,
GEORGIA,1997-98,35479,16,86244,,,,,
GEORGIA,1996-97,33733,,81795,,,,,
GEORGIA,1995-96,38592,,79480,,,,,
GEORGIA,1994-95,21703,,77914,,,,,
GEORGIA,1993-94,19962,,74172,,,,,
GEORGIA,1992-93,20877,,66942,,,,,
GEORGIA,1991-92,20388,,63816,,,,,
GEORGIA,1990-91,20106,,63058,,,,,
GEORGIA,1989-90,20168,,61487,,,,,
GEORGIA,1988-89,23271,,59916,,,,,
GEORGIA,1987-88,21407,,62280,,,,,
GEORGIA,1986-87,19703,,57881,,,,,
HAWAII,2013-14,5239.7,15.86,11780.65,562,816,726,632,2736
HAWAII,2012-13,5149.09,15.92,11608.2,561,748,645,644,2598
HAWAII,2011-12,5112.64,15.95,11458.37,593,847,764,718,2922
HAWAII,2010-11,5127.31,15.76,11395.95,625,835,751,727,2938
HAWAII,2009-10,5174.95,15.71,11471.65,470,688,731,719,2608
HAWAII,2008-09,5194,15.9,11295,478,648,694,727,2547
HAWAII,2007-08,5280,15.8,11397,465,706,686,718,2575
HAWAII,2006-07,5289,16,11271,431,639,686,740,2496
HAWAII,2005-06,5321,16.3,11226,450,726,725,808,2709
HAWAII,2004-05,5291,16.4,11146,616,761,778,813,2968
HAWAII,2003-04,5281,16.5,11129,,,,,
HAWAII,2002-03,5099,16.8,10973,,,,,
HAWAII,2001-02,5000,16.8,11007,,,,,
HAWAII,2000-01,4896,16.9,10927,,,,,
HAWAII,1999-00,4858,17.1,10866,,,,,
HAWAII,1998-99,4762,17.7,10639,,,,,
HAWAII,1997-98,4463,17.8,10653,,,,,
HAWAII,1996-97,4513,,10576,,,,,
HAWAII,1995-96,4616,,10500,,,,,
HAWAII,1994-95,4425,,10240,,,,,
HAWAII,1993-94,4328,,10111,,,,,
HAWAII,1992-93,3752,,10083,,,,,
HAWAII,1991-92,3315,,9451,,,,,
HAWAII,1990-91,3228,,9083,,,,,
HAWAII,1989-90,3130,,8866,,,,,
HAWAII,1988-89,3272,,8737,,,,,
HAWAII,1987-88,3280,,7684,,,,,
HAWAII,1986-87,3130,,7291,,,,,
IDAHO,2013-14,7838.75,19.76,15001.72,211,235,301,386,1133
IDAHO,2012-13,7566.12,19.56,14563.19,220,296,400,422,1338
IDAHO,2011-12,8350.59,17.5,15990.44,237,373,445,534,1589
IDAHO,2010-11,8186.36,17.6,15672.54,341,474,602,691,2108
IDAHO,2009-10,7177.21,18.18,15200.87,387,509,581,623,2100
IDAHO,2008-09,7197,18.2,15148,409,557,693,704,2363
IDAHO,2007-08,7139,18.1,15013,399,619,709,668,2395
IDAHO,2006-07,7080,18.1,14770,516,740,834,827,2917
IDAHO,2005-06,7006,18,14521,505,717,903,778,2903
IDAHO,2004-05,6918,17.9,14269,801,1099,1202,1041,4143
IDAHO,2003-04,6777,17.9,14049,,,,,
IDAHO,2002-03,6767,17.9,13896,,,,,
IDAHO,2001-02,6777,17.8,13854,,,,,
IDAHO,2000-01,6733,17.9,13714,,,,,
IDAHO,1999-00,6681,18,13641,,,,,
IDAHO,1998-99,6499,18.2,13426,,,,,
IDAHO,1997-98,6300,18.5,13207,,,,,
